Período(Date);Região (Region;Entidade (Organization);Localização Geográfica(geographical location;Grupo Sanguíneo(Blood type);Reservas(Booking)
pa�-18;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;41.3828711,-8.7589945;A+;4.677419355
pa�-18;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;B-;1.741935484
pa�-18;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;B+;3.225806452
pa�-18;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;B+;3.935483871
pa�-18;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;AB+;7.225806452
pa�-18;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;B-;1.806451613
pa�-18;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;B+;2.35483871
pa�-18;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;Total;218.4516129
pa�-18;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;O-;14.58064516
pa�-18;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;A+;74.09677419
pa�-18;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;O+;39.32258065
pa�-18;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;AB+;
pa�-18;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;O-;18.09677419
pa�-18;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;A-;12.35483871
pa�-18;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;AB+;3.35483871
pa�-18;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;Total;169.7419355
pa�-18;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;B-;7.290322581
pa�-18;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;B+;23.22580645
pa�-18;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;AB-;1.419354839
pa�-18;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565,-8.992398;O-;
pa�-18;Região de Saúde LVT;Hospital de Loures, PPP;38.821342,-9.176377;A-;
pa�-18;Região de Saúde LVT;Hospital de Loures, PPP;38.821342,-9.176377;AB+;
pa�-18;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;O+;
pa�-18;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;A+;
pa�-18;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;AB+;
pa�-18;Região de Saúde Norte;Hospital de Braga, PPP;41.567781,-8.399268;Total;
pa�-18;Região de Saúde Norte;Hospital de Braga, PPP;41.567781,-8.399268;B+;
pa�-18;Região de Saúde Norte;Hospital de Braga, PPP;41.567781,-8.399268;AB+;
lis-18;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758,-9.1505021;A+;3746.2
lis-18;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;Total;49.63333333
lis-18;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;A+;101.5
lis-18;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;B-;3.866666667
lis-18;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;O+;30.6
lis-18;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;A+;27.6
lis-18;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;AB-;1
lis-18;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;O-;35.8
lis-18;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;A+;123.7333333
lis-18;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;B-;6.166666667
lis-18;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;A+;33.63333333
lis-18;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;B-;2.5
lis-18;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;AB+;2.033333333
lis-18;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;Total;512
lis-18;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;O+;171.1666667
lis-18;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;O-;26.5
lis-18;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;Total;66.06666667
lis-18;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;AB+;0.766666667
lis-18;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;A-;23.4
lis-18;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;AB+;14.36666667
lis-18;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;AB-;
lis-18;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;Total;208.1666667
lis-18;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;A+;71.66666667
lis-18;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;B-;4.4
lis-18;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;Total;125.6666667
lis-18;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;B-;4.433333333
lis-18;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;O-;13.76666667
lis-18;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;B-;1.033333333
lis-18;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;B+;4.033333333
lis-18;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;Total;84.7
lis-18;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;O-;12.73333333
lis-18;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;O+;27.5
lis-18;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;AB-;1.9
lis-18;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;AB+;1.933333333
lis-18;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;Total;641.2
lis-18;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;O-;68.1
lis-18;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;A+;224.0333333
lis-18;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;B-;8.333333333
lis-18;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;AB-;3.666666667
lis-18;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;B+;10.6
lis-18;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;O+;34.83333333
lis-18;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;A+;29.46666667
lis-18;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;B+;6.933333333
lis-18;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;AB-;2
lis-18;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;Total;102.2333333
lis-18;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;O-;13.03333333
lis-18;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;O+;37.9
lis-18;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;A-;3.2
lis-18;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;B+;0.766666667
lis-18;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;AB-;0.8
lis-18;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;Total;
lis-18;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;A+;
lis-18;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;AB-;
lis-18;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;O-;9.833333333
lis-18;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;O+;27.1
lis-18;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;B-;1.533333333
lis-18;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;AB-;
lis-18;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;AB+;1.633333333
lis-18;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;AB-;2.7
lis-18;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;B-;0
lis-18;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;B+;0
lis-18;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;O+;35.16666667
lis-18;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;A-;8.133333333
lis-18;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;B+;0.133333333
lis-18;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;A-;7.666666667
lis-18;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;B-;0.433333333
lis-18;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884,-8.5458794;AB+;
lis-18;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;O-;29.46666667
lis-18;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;A-;25.53333333
lis-18;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;B+;3.666666667
lis-18;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;AB+;3.9
lis-18;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;O-;
lis-18;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;A-;
lis-18;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;A+;
lis-18;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;B+;
lis-18;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;AB+;
lis-18;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;B-;2.4
lis-18;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;B+;6.633333333
lis-18;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;Total;50.56666667
lis-18;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;A-;5.333333333
lis-18;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;B+;1.766666667
lis-18;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;Total;102.5333333
lis-18;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;A-;11.03333333
lis-18;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;A+;41.83333333
lis-18;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;AB-;
lis-18;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;Total;197.4
lis-18;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;O+;68.86666667
lis-18;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;A-;20.7
lis-18;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;A+;25.9
lis-18;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;AB-;1.5
lis-18;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565,-8.992398;AB-;
lis-18;Região de Saúde Norte;Hospital de Braga, PPP;41.567781,-8.399268;AB+;
gru-18;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758,-9.1505021;B-;45.74193548
gru-18;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;O+;16.51612903
gru-18;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;B+;1.677419355
gru-18;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;AB+;0.612903226
gru-18;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;A-;9.935483871
gru-18;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;A-;7.225806452
gru-18;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;B+;2.193548387
gru-18;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;B-;1.677419355
gru-18;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;AB+;9.225806452
gru-18;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;O-;43.41935484
gru-18;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;A+;134.1290323
gru-18;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;B+;17.06451613
gru-18;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;AB-;4.193548387
gru-18;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;Total;95.4516129
gru-18;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;O+;37.38709677
gru-18;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;A-;3.161290323
gru-18;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;AB-;0.580645161
gru-18;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;AB-;4.419354839
gru-18;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;A-;18.80645161
gru-18;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;AB+;1.935483871
gru-18;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;AB+;0.225806452
gru-18;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;A-;45.90322581
gru-18;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;A-;20.32258065
gru-18;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;B+;14.19354839
gru-18;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;O-;8.774193548
gru-18;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;O+;38.35483871
gru-18;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;O-;17.83870968
gru-18;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;O+;64.64516129
gru-18;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;O+;44.64516129
gru-18;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;B+;15.32258065
gru-18;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;A+;43.22580645
gru-18;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;O+;269.7096774
gru-18;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;AB+;15.74193548
gru-18;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;A+;
gru-18;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;AB+;
gru-18;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;Total;108.2580645
gru-18;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;A+;37.32258065
gru-18;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;B+;1.967741935
gru-18;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;AB-;
gru-18;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;AB-;1.193548387
gru-18;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;Total;
gru-18;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;A-;
gru-18;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;B+;
gru-18;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;AB-;
gru-18;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;AB+;
gru-18;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;O-;9.032258065
gru-18;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;A+;
gru-18;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;B-;
gru-18;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;AB-;
gru-18;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;Total;1026.83871
gru-18;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;O+;485.4516129
gru-18;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;A+;345.7419355
gru-18;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;B-;0.612903226
gru-18;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;AB+;0.548387097
gru-18;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;A-;8.516129032
gru-18;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884,-8.5458794;Total;
gru-18;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884,-8.5458794;O-;
gru-18;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884,-8.5458794;AB-;
gru-18;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;41.3828711,-8.7589945;B+;
gru-18;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;O-;25.58064516
gru-18;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;A+;61.4516129
gru-18;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;B-;3.483870968
gru-18;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;B+;3.129032258
